Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,303800,45300,9,Mumbai
Hyundai,Creta [2015-2017],1.6 S Plus AT,Automatic,Diesel,917000,78000,9,Mumbai
Maruti Suzuki,S-Cross [2014-2017],Delta 1.3,Manual,Diesel,575200,47000,6,Mumbai
Maruti Suzuki,Ciaz [2014-2017],VXi,Manual,Petrol,419500,48357,9,Mumbai
Hyundai,i10 [2007-2010],Magna,Manual,Petrol,195700,31900,10,Mumbai
Honda,Amaze [2013-2016],1.2 S i-VTEC,Manual,Petrol,439900,35000,9,Mumbai
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,981000,41368,4,Mumbai
Honda,WR-V [2017-2020],VX MT Diesel,Manual,Diesel,629000,75300,6,Mumbai
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,606000,29973,7,Mumbai
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,757000,67500,9,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,603900,5339,2,Mumbai
Toyota,Corolla Altis [2008-2011],1.8 VL AT,Automatic,Petrol,867000,36500,10,Mumbai
Hyundai,i20 [2012-2014],Asta (O) 1.2,Manual,Petrol,441300,45429,10,Mumbai
Toyota,Etios [2010-2013],V,Manual,Petrol,439200,37100,7,Mumbai
Hyundai,Grand i10,Sportz (O) U2 1.2 CRDi [2017-2018],Manual,Diesel,308600,55000,10,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1217000,35000,3,Bangalore
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1217000,35000,3,Mumbai
Skoda,Rapid [2014-2015],1.6 MPI Elegance,Manual,Petrol,434900,65000,10,Mumbai
Nissan,Terrano [2013-2017],XL (D),Manual,Diesel,513200,60000,10,Mumbai
Skoda,Octavia [2013-2015],Elegance 1.8 TSI AT,Automatic,Petrol,821000,78000,9,Mumbai
BMW,X4 [2019-2022],xDrive30d M Sport X,Automatic (TC),Diesel,6920000,20000,2,Mumbai
MG,Hector [2019-2021],Sharp 2.0 Diesel,Manual,Diesel,1364000,61000,4,Mumbai
Audi,Q7 [2010 - 2015],35 TDI Premium,Automatic,Diesel,1815000,99000,9,Mumbai
Honda,CR-V [2004-2007],2.4 AT,Automatic,Petrol,1097000,47000,9,Mumbai
Hyundai,Venue,SX 1.2 Petrol,Manual,Petrol,873000,2800,1,Mumbai
Honda,Jazz,V,Manual,Petrol,474400,45000,8,Mumbai
Honda,Jazz,V,Manual,Petrol,516700,45000,8,Pune
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,1049000,28912,3,Mumbai
Nissan,Terrano [2013-2017],XL (D),Manual,Diesel,512200,80000,10,Mumbai
Honda,CR-V [2004-2007],2.4 AT,Automatic,Petrol,797000,100000,10,Mumbai
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,474800,57000,4,Mumbai
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1047000,64000,10,Mumbai
Honda,Brio,S MT,Manual,Petrol,284300,41000,9,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Manual,Petrol,643500,61000,7,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,902000,110000,8,Mumbai
Kia,Seltos [2019-2022],GTX Plus 1.4,Manual,Petrol,1370000,48196,5,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Manual,Petrol,775000,25700,5,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,787000,57000,2,Mumbai
Maruti Suzuki,Ciaz [2014-2017],VXi,Manual,Petrol,461000,16000,8,Mumbai
Honda,WR-V [2017-2020],VX MT Diesel,Manual,Diesel,611500,51216,7,Mumbai
Hyundai,Creta [2015-2017],1.6 S Petrol,Manual,Petrol,560700,64000,9,Mumbai
Toyota,Corolla Altis [2014-2017],G,Manual,Diesel,912000,21000,8,Mumbai
Kia,Seltos [2019-2022],HTX IVT 1.5 [2019-2020],Automatic (CVT),Petrol,1187000,33000,4,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,641000,68000,5,Mumbai
Skoda,Rapid [2014-2015],1.6 MPI Elegance,Manual,Petrol,528000,47300,8,Mumbai
Volkswagen,Vento,Highline Plus 1.2 (P) AT,Automatic,Petrol,772000,83000,7,Mumbai
Hyundai,Venue [2019-2022],SX 1.0 Turbo,Manual,Petrol,952000,11402,3,Mumbai
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,900000,9000,4,Mumbai
Toyota,Fortuner,4X2 AT 2.8 Diesel,Automatic (TC),Diesel,4270000,9800,1,Mumbai
Toyota,Fortuner,4X4 AT 2.8 Diesel,Automatic (TC),Diesel,4465000,25000,2,Mumbai
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,982000,37651,4,Mumbai
Kia,Seltos [2019-2022],GTX Plus 1.4,Manual,Petrol,1370000,29000,4,Mumbai
Datsun,GO,D,Manual,Petrol,193800,56000,10,Mumbai
Skoda,Octavia [2015-2017],1.8 TSI Style Plus AT,Automatic,Petrol,1017000,56000,8,Mumbai
Kia,Seltos [2019-2022],HTX IVT 1.5 [2019-2020],Automatic (CVT),Petrol,1189000,16000,4,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,479200,42000,8,Mumbai
Maruti Suzuki,Baleno [2019-2022],Zeta,Manual,Petrol,531500,34000,6,Mumbai
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,816000,64318,5,Mumbai
Maruti Suzuki,Ciaz [2017-2018],Zeta 1.4 MT,Manual,Petrol,645600,60000,6,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,451100,20000,8,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,295900,20000,8,Pune
Hyundai,Elite i20 [2014-2015],Magna 1.2,Manual,Petrol,439000,48000,9,Mumbai
Honda,Jazz,V,Manual,Petrol,574900,43000,6,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,491000,29385,8,Mumbai
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,820000,14767,5,Mumbai
Renault,Triber,RXL,Manual,Petrol,640000,26637,3,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1307000,21000,3,Bangalore
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1307000,21000,3,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x4 AT,Automatic,Diesel,1719000,94000,9,Mumbai
Mahindra,Thar [2014-2020],CRDe 4x4 AC,Manual,Diesel,465700,67000,9,Mumbai
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,1711000,81000,9,Mumbai
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,1711000,81000,9,Thane
BMW,X3 [2018-2022],xDrive 20d Luxury Line,Automatic (TC),Diesel,4670000,7000,5,Mumbai
Maruti Suzuki,Ciaz,Zeta 1.5,Manual,Petrol,1061000,22000,2,Mumbai
Honda,Amaze [2018-2021],1.2 S MT Petrol,Manual,Petrol,734000,25094,2,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x2 AT,Automatic,Diesel,1520000,88000,10,Mohali
Toyota,Fortuner [2012-2016],3.0 4x2 AT,Automatic,Diesel,1520000,88000,10,Mumbai
Ford,Mustang,GT Fastback 5.0L v8,Automatic,Petrol,4809000,22000,6,Mumbai
Maruti Suzuki,Swift [2011-2014],ZDi,Manual,Diesel,445000,38000,6,Mumbai
Kia,Sonet [2020-2022],GTX Plus 1.5,Manual,Diesel,985000,58000,4,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x4 AT,Automatic,Diesel,1795000,150000,8,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,907000,89000,8,Ahmedabad
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,907000,89000,8,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,747000,28000,4,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,722000,23718,2,Mumbai
Jeep,Meridian,Limited (O) 4X2 AT [2022],Automatic (TC),Diesel,2820000,25000,1,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,500400,43000,7,Mumbai
Renault,Triber,RXT,Manual,Petrol,784000,878,2,Mumbai
Kia,Seltos [2019-2022],HTK 1.5,Manual,Petrol,947000,24258,5,Mumbai
Tata,Tigor,XZ,Manual,Petrol,686000,19098,3,Mumbai
Ford,Mustang,GT Fastback 5.0L v8,Automatic,Petrol,3904000,9500,8,Mumbai
Maruti Suzuki,Ignis,Zeta 1.2 AMT,Automatic (AMT),Petrol,480400,23000,7,Mumbai
Nissan,Sunny,XL,Manual,Petrol,591300,54000,6,Mumbai
Nissan,Sunny,Special Edition,Manual,Diesel,618000,67000,5,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 AT CRDi,Automatic,Diesel,1315000,41000,5,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,463800,53261,8,Mumbai
Maruti Suzuki,S-Cross [2014-2017],Delta 1.3,Manual,Diesel,629000,92000,5,Mumbai
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,817000,52321,5,Mumbai
Skoda,Rapid [2014-2015],1.5 TDI CR Ambition,Manual,Diesel,456000,75000,9,Mumbai
Audi,Q7 [2015-2020],45 TDI Premium Plus,Automatic,Diesel,2345000,75000,8,Delhi
Audi,Q7 [2015-2020],45 TDI Premium Plus,Automatic,Diesel,2345000,75000,8,Mumbai
Honda,Brio,S MT,Manual,Petrol,420900,59000,8,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,890000,16000,5,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1036000,18886,3,Mumbai
Toyota,Corolla Altis [2008-2011],1.8 G,Manual,Petrol,647000,53000,10,Mumbai
Toyota,Corolla Altis,G CVT Petrol,Automatic (CVT),Petrol,1012000,55000,7,Mumbai
Skoda,Octavia [2013-2015],Elegance 1.8 TSI AT,Automatic,Petrol,872000,32000,9,Mumbai
Audi,A6[2011-2015],2.0 TDI Premium,Automatic,Diesel,1295000,70000,10,Mumbai
Skoda,Slavia,Style 1.0L TSI AT,Automatic (TC),Petrol,1470000,12000,1,Mumbai
Honda,Civic,ZX CVT Petrol,Automatic (CVT),Petrol,1545000,37000,4,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,705000,49000,5,Mumbai
Skoda,Slavia,Active 1.0L TSI MT,Manual,Petrol,1291000,6000,1,Mumbai
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],Automatic,Petrol,761000,22000,5,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,532000,80000,7,Mumbai
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,485400,49000,9,Mumbai
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1627000,38000,6,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1035000,31284,3,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,456800,55000,9,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 ZX 7 STR,Manual,Diesel,1670000,97000,7,Mumbai
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,982000,39000,4,Mumbai
Maruti Suzuki,Ignis,Zeta 1.2 MT,Manual,Petrol,449500,17092,7,Mumbai
Honda,Jazz,V,Manual,Petrol,817000,2396,2,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,722000,16483,2,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,643000,40000,5,Mumbai
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3070000,29000,3,Mumbai
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,1915000,77000,8,Mumbai
Hyundai,Alcazar,Signature (O) 7 Seater 2.0 Petrol AT,Automatic (TC),Petrol,1795000,25000,3,Mumbai
Volkswagen,Polo,Trendline 1.5L (D),Manual,Diesel,500800,39551,8,Mumbai
Renault,Duster [2015-2016],110 PS RxZ AWD,Manual,Diesel,707000,55120,7,Mumbai
Tata,Bolt,XM Petrol,Manual,Petrol,453200,24000,8,Mumbai
Tata,Nexon [2017-2020],XM,Manual,Petrol,792000,27700,2,Mumbai
Kia,Sonet [2020-2022],GTX Plus 1.5,Manual,Diesel,987000,35000,4,Mumbai
Kia,Seltos [2019-2022],HTE 1.5,Manual,Petrol,944000,80800,3,Mumbai
Hyundai,i20 Active,1.2 S,Manual,Petrol,458100,16000,8,Mumbai
BMW,X3 [2018-2022],xDrive 20d Luxury Line,Automatic (TC),Diesel,4520000,48000,5,Mumbai
Skoda,Octavia [2015-2017],1.8 TSI Style Plus AT,Automatic,Petrol,967000,34000,9,Mumbai
BMW,X3 [2014-2018],xDrive-20d xLine,Automatic,Diesel,2595000,59000,8,Mumbai
MG,Hector [2021-2023],Sharp 1.5 Petrol CVT,Automatic (CVT),Petrol,1695000,29000,2,Mumbai
Jeep,Meridian,Limited (O) 4X4 AT [2022],Automatic (TC),Diesel,3070000,23000,2,Mumbai
Toyota,Corolla Altis [2008-2011],1.8 G,Manual,Petrol,630500,82000,10,Mumbai
Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Automatic,Diesel,5120000,40000,7,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,508900,39043,7,Mumbai
Volkswagen,Polo,Trendline 1.0L MPI,Manual,Petrol,502200,59000,5,Mumbai
Honda,Jazz,V,Manual,Petrol,525600,30400,7,Mumbai
Toyota,Innova Crysta [2020-2023],GX 2.4 AT 8 STR,Automatic (TC),Diesel,1831000,41000,3,Mumbai
Volkswagen,Vento,Highline 1.2 (P) AT,Automatic,Petrol,697000,54000,8,Mumbai
Volkswagen,Vento,Highline 1.2 (P) AT,Automatic,Petrol,697000,54000,8,Pune
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2105000,32656,6,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x2 AT,Automatic,Diesel,1395000,200000,9,Mumbai
Honda,WR-V [2017-2020],S MT Diesel,Manual,Diesel,552300,38658,7,Mumbai
Skoda,Octavia [2001-2010],L&K,Manual,Diesel,949000,29000,6,Mumbai
Hyundai,Grand i10,Asta 1.2 Kappa VTVT,Manual,Petrol,433100,38000,10,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,682000,27007,5,Mumbai
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Automatic (DCT),Petrol,1206000,5782,2,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,721000,17232,3,Mumbai
Hyundai,Venue [2019-2022],SX 1.0 Turbo,Manual,Petrol,837000,60335,5,Mumbai
Tata,Safari [2021-2023],XM,Manual,Diesel,1737000,12309,1,Mumbai
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),3395000,42000,5,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Manual,Petrol,645300,31950,7,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 ZX 7 STR,Manual,Diesel,1520000,70000,8,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,659000,21000,3,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,570100,21000,3,Kolkata
Maruti Suzuki,Ertiga [2012-2015],VDi,Manual,Diesel,478300,78000,10,Mumbai
Hyundai,Venue [2019-2022],SX (O) 1.5 CRDi,Manual,Diesel,913000,19500,4,Mumbai
Maruti Suzuki,Ciaz [2014-2017],VXi,Manual,Petrol,488300,44000,10,Mumbai
Honda,Amaze [2018-2021],1.2 VX MT Petrol,Manual,Petrol,581600,32000,6,Mumbai
Skoda,Rapid,Ambition 1.6 MPI,Manual,Petrol,483800,31624,10,Mumbai
Hyundai,Alcazar,Platinum (O) 6 STR 1.5 Diesel AT,Automatic (TC),Diesel,1742000,26500,3,Mumbai
Datsun,GO,A,Manual,Petrol,267700,46000,9,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 G 8 STR,Manual,Diesel,877000,153500,7,Mumbai
Jaguar,XF,Prestige Diesel,Automatic,Diesel,2895000,27000,7,Mumbai
Volkswagen,Tiguan [2017-2020],Highline TDI,Automatic,Diesel,2195000,51000,6,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1035000,26202,3,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 CRDI,Manual,Diesel,867000,70000,9,Mumbai
Hyundai,Creta [2015-2017],1.6 S Petrol,Manual,Petrol,707000,45200,8,Mumbai
Honda,Mobilio,V Petrol,Manual,Petrol,512700,49000,9,Mumbai
Toyota,Innova Crysta [2016-2020],Touring Sport Diesel AT,Automatic,Diesel,1820000,78000,6,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,513300,78014,7,Mumbai
Maruti Suzuki,Ertiga,VXi,Manual,Petrol,458200,88303,10,Mumbai
BMW,X3 [2014-2018],xDrive 20d Expedition,Automatic,Diesel,4320000,44000,5,Mumbai
Audi,A3 [2014-2017],35 TDI Premium,Automatic,Diesel,2370000,26000,5,Mumbai
BMW,X3 [2008-2011],xDrive20d,Automatic,Diesel,1765000,88485,10,Mumbai
Audi,Q7,Premium Plus 55 TFSI,Automatic (TC),Petrol,7820000,2138,2,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,427000,34000,5,Chennai
Hyundai,Verna [2006-2010],i,Manual,Petrol,492100,34000,5,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,618500,56075,6,Mumbai
BMW,X1 [2020-2023],sDrive20i SportX,Automatic (DCT),Petrol,3115000,15100,3,Mumbai
Kia,Seltos [2019-2022],GTX Plus 1.4,Manual,Petrol,1395000,29000,4,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1167000,15147,2,Mumbai
Tata,Safari,Adventure,Manual,Diesel,1895000,39000,2,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,897000,50000,5,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,705000,23000,4,Mumbai
Toyota,Innova Crysta [2016-2020],2.7 ZX AT 7 STR,Automatic,Petrol,1620000,63000,5,Mumbai
Renault,Kwid,CLIMBER 1.0 AMT,Automatic (AMT),Petrol,491100,38000,5,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,456700,58000,9,Mumbai
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,606000,30545,7,Mumbai
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,474100,42187,8,Mumbai
Hyundai,Elite i20 [2018-2019],Asta 1.4 CRDi,Manual,Diesel,594700,80000,5,Mumbai
Honda,Jazz,V,Manual,Petrol,633100,20803,5,Mumbai
Honda,Jazz,V,Manual,Petrol,524200,57000,7,Mumbai
Toyota,Etios [2010-2013],V,Manual,Petrol,440100,17688,7,Mumbai
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,1945000,49000,7,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1245000,19000,3,Mumbai
Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Automatic,Diesel,3319000,150000,6,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,474600,50000,7,Mumbai
Mahindra,TUV300,T8,Manual,Diesel,524800,63000,8,Mumbai
Honda,Jazz,V,Manual,Petrol,575300,34915,6,Mumbai
Kia,Seltos [2019-2022],HTX Plus AT 1.5 Diesel,Automatic (TC),Diesel,1390000,57000,3,Mumbai
Maruti Suzuki,Baleno [2019-2022],Sigma,Manual,Petrol,427300,50000,6,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,307200,50208,10,Mumbai
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),1121000,69000,10,Mumbai
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1221000,82000,10,Mumbai
Hyundai,Elantra [2016-2019],2.0 SX (O),Manual,Petrol,1272000,50700,5,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,477700,83700,8,Mumbai
Toyota,Corolla Altis,GL Petrol,Manual,Petrol,912000,50000,7,Mumbai
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2920000,75000,6,Ahmedabad
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2920000,75000,6,Delhi
Ford,Endeavour [2016-2019],Titanium 3.2 4x4 AT,Automatic,Diesel,2920000,75000,6,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Manual,Diesel,705000,45931,5,Mumbai
Skoda,Octavia [2013-2015],Elegance 1.8 TSI AT,Automatic,Petrol,921000,23200,9,Mumbai
Mini,Cooper,S,Automatic (DCT),Petrol,2895000,29000,5,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,872000,94000,8,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,987000,78000,7,Mumbai
Honda,Civic,ZX CVT Petrol,Automatic (CVT),Petrol,1545000,35000,4,Mumbai
Jeep,Compass [2017-2021],Limited 2.0 Diesel,Manual,Diesel,901000,70400,7,Mumbai
Toyota,Yaris,V CVT,Automatic (CVT),Petrol,697000,65500,6,Mumbai
Jaguar,F-Pace [2016-2021],Prestige,Automatic,Diesel,3920000,62000,5,Gurgaon
Jaguar,F-Pace [2016-2021],Prestige,Automatic,Diesel,3920000,62000,5,Mumbai
Jeep,Compass [2017-2021],Limited Plus Diesel,Manual,Diesel,1510000,26000,4,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1419000,9000,2,Ghaziabad
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1419000,9000,2,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,821000,105600,9,Mumbai
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,5295000,21000,4,Mumbai
Jaguar,XF,Prestige Diesel,Automatic,Diesel,3420000,33000,7,Mumbai
Jaguar,XF,Prestige Diesel,Automatic,Diesel,3420000,33000,7,Pune
Skoda,Kushaq,Style 1.0L TSI AT,Automatic (TC),Petrol,1345000,19000,3,Kolkata
Skoda,Kushaq,Style 1.0L TSI AT,Automatic (TC),Petrol,1345000,19000,3,Mumbai
Tata,Tiago,XZ,Manual,Petrol,725000,2228,1,Mumbai
Volkswagen,Tiguan [2017-2020],Highline TDI,Automatic,Diesel,2070000,61000,6,Mumbai
Tata,Nexon [2017-2020],XM,Manual,Petrol,1077000,13000,2,Kolkata
Tata,Nexon [2017-2020],XM,Manual,Petrol,1077000,13000,2,Mumbai
Maruti Suzuki,S-Cross [2014-2017],Zeta 1.3,Manual,Diesel,565900,78300,7,Mumbai
Audi,A6,Technology 45 TFSI,Automatic (DCT),Petrol,5420000,22000,2,Mumbai
Audi,A6,Technology 45 TFSI,Automatic (DCT),Petrol,5420000,22000,2,Pune
Toyota,Innova Crysta [2020-2023],ZX 2.4 AT 7 STR,Automatic (TC),Diesel,2232000,38000,3,Mumbai
Lexus,LX,500d,Automatic (TC),Diesel,34620000,10,1,Mumbai
Lexus,LX,500d,Automatic (TC),Diesel,34620000,10,1,Pune
Toyota,Innova Crysta [2020-2023],GX 2.4 AT 7 STR,Automatic (TC),Diesel,1870000,93000,4,Mumbai
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1495000,24000,5,Mumbai
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3195000,49000,3,Delhi
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3195000,49000,3,Mumbai
Honda,Amaze [2018-2021],1.2 V CVT Petrol,Automatic (CVT),Petrol,735000,35000,4,Mumbai
Ford,Endeavour [2016-2019],Titanium 2.2 4x2 AT,Automatic,Diesel,2910000,55000,5,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,306600,71000,10,Mumbai
Audi,A4 [2016-2020],30 TFSI Technology Pack,Automatic,Petrol,2210000,40000,8,Mumbai
BMW,X5 [2014-2019],M,Automatic,Petrol,2720000,70000,9,Mumbai
Jeep,Compass [2017-2021],Limited (O) 1.4 Petrol AT,Automatic,Petrol,1222000,40000,7,Mumbai
Volkswagen,Vento,Highline 1.5 (D),Manual,Diesel,642500,78000,8,Mumbai
Jaguar,XE [2016-2019],Prestige,Automatic,Petrol,2405000,42000,7,Mumbai
Honda,Brio,S MT,Manual,Petrol,260100,21543,10,Mumbai
Aston Martin,Vantage,Coupe,Automatic (DCT),Petrol,24920000,7000,7,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,546900,16000,6,Mumbai
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,3095000,22000,4,Mumbai
Toyota,Innova [2009-2012],2.5 VX 8 STR,Manual,Diesel,608700,98000,9,Mumbai
BMW,X5 [2012-2014],xDrive 30d,Automatic,Diesel,3319000,60200,7,Mumbai
Renault,Duster [2012-2015],85 PS RxL Diesel,Manual,Diesel,451600,56000,10,Mumbai
Skoda,Kushaq,Style 1.5L TSI DSG,Automatic (DCT),Petrol,1760000,13704,1,Mumbai
Volkswagen,Taigun,Topline 1.0 TSI AT,Automatic (TC),Petrol,1419000,19500,2,Mumbai
BMW,X3 [2018-2022],xDrive 20d Luxury Line,Automatic (TC),Diesel,4420000,52500,6,Mumbai
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1545000,75000,9,Mumbai
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1545000,75000,9,Pune
Maruti Suzuki,Ciaz [2014-2017],ZDi+ SHVS,Manual,Diesel,672000,113000,8,Mumbai
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,484700,65100,9,Mumbai
Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Automatic,Diesel,1397000,60000,10,Mumbai
Skoda,Rapid [2015-2016],1.6 MPI Style Plus,Manual,Petrol,533200,49000,9,Mumbai
Volkswagen,Tiguan [2017-2020],Highline TDI,Automatic,Diesel,1995000,57000,6,Mumbai
Volkswagen,Jetta,Highline TDI,Manual,Diesel,1147000,32000,9,Mumbai
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 [2018-2020],Manual,Petrol,686000,35021,5,Mumbai
Hyundai,Elite i20 [2017-2018],Magna Executive 1.2,Manual,Petrol,467700,40000,5,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 VX 8 STR,Manual,Diesel,1719000,60000,5,Mumbai
Honda,BR-V,V CVT Petrol,Automatic (CVT),Petrol,787000,49533,7,Mumbai
Maruti Suzuki,S-Cross [2014-2017],Alpha 1.6,Manual,Diesel,577900,73428,9,Mumbai
Tata,Nexon [2017-2020],XM,Manual,Petrol,659000,41928,4,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,1017000,42814,4,Mumbai
Maruti Suzuki,S-Presso,VXi,Manual,Petrol,489500,11000,3,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,447200,33000,9,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,445600,82500,9,Mumbai
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Manual,Petrol,294700,27980,10,Mumbai
